,의안번호,의안명,제안자구분,제안일자,의결일자,의결결과,주요내용,심사진행상태
54,2102643,아동·청소년의 성보호에 관한 법률 일부개정법률안(양기대의원 등 18인),의원,2020-08-03,,,,소관위접수
55,2102642,영유아보육법 일부개정법률안(한무경의원 등 11인),의원,2020-08-03,,,,소관위접수
56,2102641,공직자윤리법 일부개정법률안(심상정의원 등 11인),의원,2020-08-03,,,,소관위접수
57,2102640,아동복지법 일부개정법률안(신현영의원 등 10인),의원,2020-08-03,,,,소관위접수
58,2102639,참전유공자 예우 및 단체설립에 관한 법률 일부개정법률안(장제원의원 등 11인),의원,2020-08-03,,,,소관위접수
59,2102638,예비군법 일부개정법률안(장제원의원 등 11인),의원,2020-08-03,,,,소관위접수
60,2102637,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(신현영의원 등 10인),의원,2020-08-03,,,,소관위접수
61,2102636,국민연금법 일부개정법률안(김성주의원 등 13인),의원,2020-08-03,,,,소관위접수
62,2102635,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안(이철규의원 등 10인),의원,2020-08-03,,,,소관위접수
63,2102634,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이철규의원 등 10인),의원,2020-08-03,,,,소관위접수
64,2102633,아동·청소년의 성보호에 관한 법률 일부개정법률안(이철규의원 등 10인),의원,2020-08-03,,,,소관위접수
65,2102632,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(이철규의원 등 10인),의원,2020-08-03,,,,소관위접수
66,2102631,대리점거래의 공정화에 관한 법률 일부개정법률안(김경만의원 등 12인),의원,2020-08-03,,,,소관위접수
67,2102630,가맹사업거래의 공정화에 관한 법률 일부개정법률안(김경만의원 등 12인),의원,2020-08-03,,,,소관위접수
68,2102629,국민체육진흥법 일부개정법률안(도종환의원 등 13인),의원,2020-08-03,,,,접수
69,2102628,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안(조태용의원 등 15인),의원,2020-08-03,,,,소관위접수
70,2102627,월남전 참전군인 전투근무 보상특별법안(윤상현의원 등 10인),의원,2020-08-03,,,,소관위접수
71,2102626,북한인권법 일부개정법률안(조태용의원 등 15인),의원,2020-08-03,,,,소관위접수
72,2102625,인성교육진흥법 일부개정법률안(박형수의원 등 10인),의원,2020-08-03,,,,접수
73,2102624,국립창원대학교 의과대학 설치에 관한 특별법안(강기윤의원 등 10인),의원,2020-08-03,,,,접수
74,2102623,서민의 금융생활 지원에 관한 법률 일부개정법률안(고용진의원 등 14인),의원,2020-08-03,,,,소관위접수
75,2102622,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안(유동수의원 등 11인),의원,2020-08-03,,,,소관위접수
76,2102621,지방공무원법 일부개정법률안(조응천의원 등 13인),의원,2020-08-03,,,,소관위접수
77,2102620,국가공무원법 일부개정법률안(조응천의원 등 13인),의원,2020-08-03,,,,소관위접수
78,2102619,소방공무원법 일부개정법률안(조응천의원 등 13인),의원,2020-08-03,,,,소관위접수
79,2102618,경찰공무원법 일부개정법률안(조응천의원 등 13인),의원,2020-08-03,,,,소관위접수
80,2102617,법원조직법 일부개정법률안(이탄희의원 등 12인),의원,2020-08-03,,,,소관위접수
81,2102616,건강가정기본법 일부개정법률안(강민정의원 등 11인),의원,2020-07-31,,,,소관위접수
82,2102615,의료법 일부개정법률안(안규백의원 등 10인),의원,2020-07-31,,,,소관위접수
83,2102614,근로기준법 일부개정법률안(추경호의원 등 15인),의원,2020-07-31,,,,소관위접수
84,2102613,언론중재 및 피해구제 등에 관한 법률 일부개정법률안(신현영의원 등 10인),의원,2020-07-31,,,,소관위접수
85,2102612,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(전주혜의원 등 10인),의원,2020-07-31,,,,소관위접수
86,2102611,환경개선비용 부담법 일부개정법률안(김정호의원 등 13인),의원,2020-07-31,,,,소관위접수
87,2102610,사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안(강병원의원 등 13인),의원,2020-07-31,,,,소관위접수
88,2102609,화학물질관리법 일부개정법률안(김정호의원 등 12인),의원,2020-07-31,,,,소관위접수
89,2102608,한국방송통신대학교 설립 및 운영에 관한 법률안(김진표의원 등 197인),의원,2020-07-31,,,,접수
90,2102607,소년법 일부개정법률안(윤영석의원 등 10인),의원,2020-07-31,,,,소관위접수
91,2102606,국회법 일부개정법률안(윤주경의원 등 11인),의원,2020-07-31,,,,소관위접수
92,2102605,공직선거법 일부개정법률안(곽상도의원 등 10인),의원,2020-07-31,,,,소관위접수
93,2102604,아이돌봄 지원법 일부개정법률안(윤영석의원 등 10인),의원,2020-07-31,,,,소관위접수
94,2102603,부가가치세법 일부개정법률안(박범계의원 등 10인),의원,2020-07-31,,,,소관위접수
95,2102602,주한미군 공여구역주변지역 등 지원 특별법 일부개정법률안(곽상도의원 등 12인),의원,2020-07-31,,,,소관위접수
96,2102601,지방세법 일부개정법률안(박주민의원 등 10인),의원,2020-07-31,,,,소관위접수
97,2102600,지방교부세법 일부개정법률안(곽상도의원 등 15인),의원,2020-07-31,,,,소관위접수
98,2102599,주택법 일부개정법률안(양경숙의원 등 11인),의원,2020-07-31,,,,소관위접수
99,2102598,학교 밖 청소년 지원에 관한 법률 일부개정법률안(윤영석의원 등 10인),의원,2020-07-31,,,,소관위접수
0,2102597,영유아보육법 일부개정법률안(윤영석의원 등 10인),의원,2020-07-31,,,,소관위접수
1,2102596,국회법 일부개정법률안(이종배의원 등 12인),의원,2020-07-31,,,,소관위접수
2,2102595,지방세기본법 일부개정법률안(박주민의원 등 10인),의원,2020-07-31,,,,소관위접수
3,2102594,지방재정법 일부개정법률안(박주민의원 등 10인),의원,2020-07-31,,,,소관위접수
4,2102593,국회법 일부개정법률안(구자근의원 등 10인),의원,2020-07-31,,,,소관위접수
5,2102592,초·중등교육법 일부개정법률안(곽상도의원 등 11인),의원,2020-07-31,,,,접수
6,2102591,군인연금법 중 사병복무기간 가산에서 제외된 참전군인의 연금지급에 관한 특별법안(안규백의원 등 10인),의원,2020-07-31,,,,소관위접수
7,2102590,한국토지주택공사법 일부개정법률안(양경숙의원 등 11인),의원,2020-07-31,,,,소관위접수
8,2102589,군인사법 일부개정법률안(안규백의원 등 13인),의원,2020-07-31,,,,소관위접수
9,2102588,2023 세계스카우트잼버리 지원 특별위원회 구성결의안(안규백의원 등 32인),의원,2020-07-31,,,,소관위접수
10,2102587,최저임금법 일부개정법률안(추경호의원 등 15인),의원,2020-07-31,,,,소관위접수
11,2102586,의사상자 등 예우 및 지원에 관한 법률 일부개정법률안(신현영의원 등 10인),의원,2020-07-31,,,,소관위접수
12,2102585,의료법 일부개정법률안(신현영의원 등 11인),의원,2020-07-31,,,,소관위접수
13,2102584,공직자윤리법 일부개정법률안(추경호의원 등 13인),의원,2020-07-31,,,,소관위접수
14,2102583,한국중소기업판로지원공사법안(황희의원 등 10인),의원,2020-07-31,,,,소관위접수
15,2102582,6·25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률 일부개정법률안(조태용의원 등 14인),의원,2020-07-31,,,,소관위접수
16,2102581,고용보험법 일부개정법률안(전주혜의원 등 10인),의원,2020-07-31,,,,소관위접수
17,2102580,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(박상혁의원 등 10인),의원,2020-07-31,,,,소관위접수
18,2102579,화학물질의 등록 및 평가 등에 관한 법률 일부개정법률안(김정호의원 등 12인),의원,2020-07-31,,,,소관위접수
19,2102578,일제하 일본군위안부 피해자에 대한 보호ㆍ지원 및 기념사업 등에 관한 법률 일부개정법률안(전주혜의원 등 10인),의원,2020-07-31,,,,소관위접수
20,2102577,어선법 일부개정법률안(성일종의원 등 10인),의원,2020-07-31,,,,소관위접수
21,2102576,근로기준법 일부개정법률안(전주혜의원 등 13인),의원,2020-07-31,,,,소관위접수
22,2102575,북한인권법 일부개정법률안(조태용의원 등 15인),의원,2020-07-31,,,,소관위접수
23,2102574,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안(고용진의원 등 15인),의원,2020-07-31,,,,소관위접수
24,2102573,수상레저안전법 일부개정법률안(성일종의원 등 10인),의원,2020-07-31,,,,소관위접수
25,2102572,남북협력기금법 일부개정법률안(조태용의원 등 15인),의원,2020-07-31,,,,소관위접수
26,2102571,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안(고용진의원 등 10인),의원,2020-07-31,,,,소관위접수
27,2102570,지방공기업법 일부개정법률안(임이자의원 등 10인),의원,2020-07-31,,,,소관위접수
28,2102569,지방공기업법 일부개정법률안(정정순의원 등 10인),의원,2020-07-31,,,,소관위접수
29,2102568,지방공무원법 일부개정법률안(정정순의원 등 11인),의원,2020-07-31,,,,소관위접수
30,2102567,지방자치단체 출자·출연 기관의 운영에 관한 법률 일부개정법률안(정정순의원 등 10인),의원,2020-07-31,,,,소관위접수
31,2102566,공공기관의 운영에 관한 법률 일부개정법률안(임이자의원 등 10인),의원,2020-07-31,,,,소관위접수
32,2102565,국가공무원법 일부개정법률안(정정순의원 등 11인),의원,2020-07-31,,,,소관위접수
33,2102564,생활화학제품 및 살생물제의 안전관리에 관한 법률 일부개정법률안(김정호의원 등 12인),의원,2020-07-31,,,,소관위접수
34,2102563,공공기관의 운영에 관한 법률 일부개정법률안(정정순의원 등 11인),의원,2020-07-31,,,,소관위접수
35,2102562,자연환경보전법 일부개정법률안(김정호의원 등 13인),의원,2020-07-31,,,,소관위접수
36,2102561,동물원 및 수족관의 관리에 관한 법률 일부개정법률안(맹성규의원 등 13인),의원,2020-07-31,,,,소관위접수
37,2102560,한국방송통신대학교 설립 및 운영에 관한 법률안(송석준의원 등 10인),의원,2020-07-31,,,,접수
38,2102559,소득세법 일부개정법률안(김정호의원 등 15인),의원,2020-07-31,,,,소관위접수
39,2102558,농지법 일부개정법률안(김정호의원 등 12인),의원,2020-07-31,,,,소관위접수
40,2102557,도시공원 및 녹지 등에 관한 법률 일부개정법률안(맹성규의원 등 12인),의원,2020-07-31,,,,소관위접수
41,2102556,동물보호법 일부개정법률안(맹성규의원 등 13인),의원,2020-07-31,,,,소관위접수
42,2102555,동물보호법 일부개정법률안(맹성규의원 등 11인),의원,2020-07-31,,,,소관위접수
43,2102554,경찰법 일부개정법률안(정청래의원 등 12인),의원,2020-07-31,,,,소관위접수
44,2102553,보험사기방지 특별법 일부개정법률안(윤창현의원 등 13인),의원,2020-07-31,,,,소관위접수
45,2102552,보험업법 일부개정법률안(윤창현의원 등 13인),의원,2020-07-31,,,,소관위접수
46,2102551,금융소비자 보호에 관한 법률 일부개정법률안(윤창현의원 등 13인),의원,2020-07-31,,,,소관위접수
47,2102550,의료법 일부개정법률안(이종성의원 등 11인),의원,2020-07-31,,,,소관위접수
48,2102549,방송법 일부개정법률안(김영식의원 등 11인),의원,2020-07-31,,,,소관위접수
49,2102548,소상공인 보호 및 지원에 관한 법률 일부개정법률안(최승재의원 등 15인),의원,2020-07-31,,,,소관위접수
50,2102547,하도급거래 공정화에 관한 법률 일부개정법률안(김경만의원 등 10인),의원,2020-07-31,,,,소관위접수
51,2102546,고용정책 기본법 일부개정법률안(신영대의원 등 10인),의원,2020-07-31,,,,소관위접수
52,2102545,국세기본법 일부개정법률안(정청래의원 등 10인),의원,2020-07-31,,,,소관위접수
53,2102544,임업직접지불제 시행에 관한 법률안(정진석의원 등 12인),의원,2020-07-31,,,,소관위접수
54,2102543,방송법 일부개정법률안(정청래의원 등 15인),의원,2020-07-31,,,,소관위접수
55,2102542,여권법 일부개정법률안(정청래의원 등 10인),의원,2020-07-31,,,,소관위접수
56,2102541,부동산소유권 이전등기 등에 관한 특별조치법 일부개정법률안(위성곤의원 등 10인),의원,2020-07-31,,,,소관위접수
57,2102540,도로공간의 입체개발에 관한 법률안(박성중의원 등 10인),의원,2020-07-30,,,,소관위접수
58,2102539,건축법 일부개정법률안(김병욱의원 등 11인),의원,2020-07-30,,,,소관위접수
59,2102538,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안(홍성국의원 등 15인),의원,2020-07-30,,,,소관위접수
60,2102537,지역의사법안(권칠승의원 등 15인),의원,2020-07-30,,,,소관위접수
61,2102536,상속세 및 증여세법 일부개정법률안(홍석준의원 등 11인),의원,2020-07-30,,,,소관위접수
62,2102535,사회적경제 기본법안(강병원의원 등 14인),의원,2020-07-30,,,,소관위접수
63,2102534,이자제한법 일부개정법률안(서영교의원 등 17인),의원,2020-07-30,,,,소관위접수
64,2102533,개별소비세법 일부개정법률안(추경호의원 등 13인),의원,2020-07-30,,,,소관위접수
65,2102532,국회법 일부개정법률안(최형두의원 등 12인),의원,2020-07-30,,,,소관위접수
66,2102531,국회법 일부개정법률안(이종배의원 등 12인),의원,2020-07-30,,,,소관위접수
67,2102530,공직선거법 일부개정법률안(박형수의원 등 10인),의원,2020-07-30,,,,소관위접수
68,2102529,상가건물 임대차보호법 일부개정법률안(박성민의원 등 10인),의원,2020-07-30,,,,소관위접수
69,2102528,복권 및 복권기금법 일부개정법률안(이명수의원 등 16인),의원,2020-07-30,,,,소관위접수
70,2102527,상훈법 일부개정법률안(이형석의원 등 12인),의원,2020-07-30,,,,소관위접수
71,2102526,독점규제 및 공정거래에 관한 법률 일부개정법률안(고용진의원 등 14인),의원,2020-07-30,,,,소관위접수
72,2102525,도로교통법 일부개정법률안(이명수의원 등 15인),의원,2020-07-30,,,,소관위접수
73,2102524,전기통신사업법 일부개정법률안(홍정민의원 등 10인),의원,2020-07-30,,,,소관위접수
74,2102523,지방재정법 일부개정법률안(이명수의원 등 15인),의원,2020-07-30,,,,소관위접수
75,2102522,하도급거래 공정화에 관한 법률 일부개정법률안(고용진의원 등 10인),의원,2020-07-30,,,,소관위접수
76,2102521,공공기관의 정보공개에 관한 법률 일부개정법률안(이명수의원 등 17인),의원,2020-07-30,,,,소관위접수
77,2102520,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 일부개정법률안(김병욱의원 등 11인),의원,2020-07-30,,,,소관위접수
78,2102519,주택도시기금법 일부개정법률안(김은혜의원 등 11인),의원,2020-07-30,,,,소관위접수
79,2102518,공공주택 특별법 일부개정법률안(김은혜의원 등 14인),의원,2020-07-30,,,,소관위접수
80,2102517,감염병의 예방 및 관리에 관한 법률 일부개정법률안(양금희의원 등 11인),의원,2020-07-30,,,,소관위접수
81,2102516,저출산·고령사회기본법 일부개정법률안(양금희의원 등 11인),의원,2020-07-30,,,,소관위접수
82,2102515,조세특례제한법 일부개정법률안(김상훈의원 등 10인),의원,2020-07-30,,,,소관위접수
83,2102514,방송문화진흥회법 일부개정법률안(박성중의원 등 10인),의원,2020-07-30,,,,소관위접수
84,2102513,지방세법 일부개정법률안(정일영의원 등 11인),의원,2020-07-30,,,,소관위접수
85,2102512,국세기본법 일부개정법률안(기동민의원 등 15인),의원,2020-07-30,,,,소관위접수
86,2102511,범죄예방 기반 조성에 관한 법률안(윤재옥의원 등 13인),의원,2020-07-30,,,,소관위접수
87,2102510,방송통신위원회 위원(김효재) 추천안,의장,2020-07-30,2020-07-30,원안가결,,본회의의결
88,2102509,방송통신위원회 위원(김현) 추천안,의장,2020-07-30,2020-07-30,원안가결,,본회의의결
89,2102508,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안(김회재의원 등 18인),의원,2020-07-30,,,,소관위접수
90,2102507,소액사건심판법 일부개정법률안(이정문의원 등 12인),의원,2020-07-30,,,,소관위접수
91,2102506,하수도법 일부개정법률안(장철민의원 등 11인),의원,2020-07-30,,,,소관위접수
92,2102505,폐기물관리법 일부개정법률안(장철민의원 등 13인),의원,2020-07-30,,,,소관위접수
93,2102504,수도법 일부개정법률안(장철민의원 등 12인),의원,2020-07-30,,,,소관위접수
94,2102503,도로교통법 일부개정법률안(임호선의원 등 12인),의원,2020-07-30,,,,소관위접수
95,2102502,실종아동등의 보호 및 지원에 관한 법률 일부개정법률안(임호선의원 등 17인),의원,2020-07-30,,,,소관위접수
96,2102501,걷기여행길의 조성·관리 및 이용촉진에 관한 법률안(위성곤의원 등 10인),의원,2020-07-30,,,,소관위접수
97,2102500,주택임대차보호법 일부개정법률안(대안),위원장,2020-07-29,2020-07-30,원안가결,,정부이송
98,2102499,개성공업지구 지원에 관한 법률 일부개정법률안(태영호의원 등 13인),의원,2020-07-29,,,,소관위접수
99,2102498,조세특례제한법 일부개정법률안(김경협의원 등 13인),의원,2020-07-29,,,,소관위접수
0,2102497,조세특례제한법 일부개정법률안(조정식의원 등 10인),의원,2020-07-29,,,,소관위접수
1,2102496,지방세특례제한법 일부개정법률안(조정식의원 등 10인),의원,2020-07-29,,,,소관위접수
2,2102495,도로교통법 일부개정법률안(김용판의원 등 11인),의원,2020-07-29,,,,소관위접수
3,2102494,지방세특례제한법 일부개정법률안(김경협의원 등 13인),의원,2020-07-29,,,,소관위접수
4,2102493,대리점거래의 공정화에 관한 법률 일부개정법률안(고용진의원 등 11인),의원,2020-07-29,,,,소관위접수
5,2102492,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안(고용진의원 등 10인),의원,2020-07-29,,,,소관위접수
6,2102491,노인복지법 전부개정법률안(기동민의원 등 12인),의원,2020-07-29,,,,소관위접수
7,2102490,교육관련기관의 정보공개에 관한 특례법 일부개정법률안(김진표의원 등 11인),의원,2020-07-29,,,,소관위접수
8,2102489,형사소송법 일부개정법률안(윤한홍의원 등 12인),의원,2020-07-29,,,,소관위접수
9,2102488,산업안전보건법 일부개정법률안(신정훈의원 등 14인),의원,2020-07-29,,,,소관위접수
10,2102487,독점규제 및 공정거래에 관한 법률 일부개정법률안(이정문의원 등 13인),의원,2020-07-29,,,,소관위접수
11,2102486,집단에너지사업법 일부개정법률안(최춘식의원 등 10인),의원,2020-07-29,,,,소관위접수
12,2102485,개별소비세법 일부개정법률안(최춘식의원 등 10인),의원,2020-07-29,,,,소관위접수
13,2102484,국세기본법 일부개정법률안(기동민의원 등 15인),의원,2020-07-29,,,,소관위접수
14,2102483,국가재정법 일부개정법률안(한기호의원 등 22인),의원,2020-07-29,,,,소관위접수
