,카테고리,제목,청원종료일,참여인원,URL
1388,기타,"(코로나) 초, 중, 고 개학을 미뤄주시는걸 간곡히 요청합니다.",2020-03-25,"12,705",https://www1.president.go.kr/petitions/585391
1389,교통/건축/국토,GTX-D(김포-하남 광역급행철도)의 조기착공을 청원합니다.,2019-12-04,"12,701",https://www1.president.go.kr/petitions/583407
1390,안전/환경,코로나 이탈리아 전세기 지원을 반대합니다.,2020-04-19,"12,690",https://www1.president.go.kr/petitions/586898
1391,인권/성평등,"강간당한 피해자인 저희 딸은 숨어 지내고, 가해자는 청소년 쉼터에서 보호받으며 당당하게 살고 있습니다. 성범죄자를 숨겨주는 서울시 가출청소년 쉼터를 규탄하며, 아동성폭행범 구속수사를 강력히 촉구합니다!",2018-08-04,"12,678",https://www1.president.go.kr/petitions/295971
1392,정치개혁,차기 검찰총장에 윤석열 중앙지검장을 반드시 임명해 주시기 바랍니다.,2019-06-30,"12,678",https://www1.president.go.kr/petitions/580554
1393,안전/환경,일본 전범기업의 석탄재 수입을 전면금지해 주세요.,2019-08-30,"12,670",https://www1.president.go.kr/petitions/581745
1394,경제민주화,점검시스템구축시까지 공매도금지 청원합니다,2019-05-09,"12,668",https://www1.president.go.kr/petitions/579490
1395,안전/환경,미세먼지 해결 및 중국항의 재청원,2018-06-26,"12,664",https://www1.president.go.kr/petitions/245296
1396,외교/통일/국방,문재인 대통령님과 정부에게 중국 서해 원자력 발전소 건설을 중단시켜주세요.,2019-04-20,"12,649",https://www1.president.go.kr/petitions/569456
1397,기타,구월동 살인사건에 셋자매 입니다 (아빠의 심신미약 주장반대),2018-12-10,"12,633",https://www1.president.go.kr/petitions/438341
1398,보건복지,대구광역시 달성군 ** ****어린이집 아동학대사건.,2019-10-03,"12,631",https://www1.president.go.kr/petitions/582475
1399,교통/건축/국토,대한민국 중도를 영국 식민지로 만드는 강원도지사의 만행을 막아주십시오! -투기자본에 황폐화되는 동아시아 역사문화 관광보고,2020-08-06,"12,619",https://www1.president.go.kr/petitions/590444
1400,정치개혁,문재인 대통령 탄핵 촉구를 반대합니다.,2020-03-27,"12,606",https://www1.president.go.kr/petitions/585711
1401,보건복지,대구시 K팝 콘서트취소요청,2020-03-19,"12,604",https://www1.president.go.kr/petitions/585204
1402,육아/교육,현직 국회의원 자녀 중 2007년 입시사정관 제도 실시 이후 대학에 진학한 자녀들의 대학 입학 심사 과정을 전수조사 해주십시오.,2019-09-26,"12,599",https://www1.president.go.kr/petitions/582319
1403,외교/통일/국방,한미 정상 전화통화 기록을 불법 입수한 한국딩 강효상의원을 국가보안법으로 처벌해주세뇨,2019-06-23,"12,585",https://www1.president.go.kr/petitions/580404
1404,문화/예술/체육/언론,KBS 수신료 없애주시기바랍니다.,2018-10-11,"12,582",https://www1.president.go.kr/petitions/376039
1405,안전/환경,"9개월만에 두번의 폭발, 근로자 8명사망 한화대전공장 폭발사건-한 가정의 소중한 가장이자 아들을 빼앗아갔습니다.",2019-03-17,"12,578",https://www1.president.go.kr/petitions/527132
1406,정치개혁,"무능한 정권, 무능한 문재인 대통령은 하야하라!!",2020-04-01,"12,574",https://www1.president.go.kr/petitions/586085
1407,농산어촌,후쿠시마산 수산물에 대한 구체적인 법률 계획을 듣고싶습니다.,2018-03-25,"12,562",https://www1.president.go.kr/petitions/147986
1408,정치개혁,국회의원의 국회 내 투표를 할 때 무기명 투표를 폐지하게 합시다.,2018-06-20,"12,562",https://www1.president.go.kr/petitions/239079
1409,인권/성평등,"위안부 피해자 할머니의 진정한 인권과 명예 회복을 위해 정의연의 엄격한 감사, 조사를 부탁드립니다.",2020-06-12,"12,561",https://www1.president.go.kr/petitions/588886
1410,정치개혁,김경수 경남도지사님의 항소심재판을 맡은 사법농단 피의자인 차문호서울고법 부장판사의 교체를 청원합니다,2019-03-16,"12,558",https://www1.president.go.kr/petitions/526502
1411,교통/건축/국토,수도권 조정지역에 대한 규제 지역의 재변경해주세요.,2020-07-18,"12,530",https://www1.president.go.kr/petitions/589773
1412,인권/성평등,"지적 장애인을 속여 성매매를 알선한 20대 남자들 보다, 속아 성매매를 하게 된 지적장애인이 더 처벌 수위가 높게 나왔습니다. 자발적 성매매도 아니며, 오히려 피해 받은 장애인이 처벌 수위가 높다는 것에 이해가 안갑니다. 또 여성장애인 인권은 매우 낮고 ""왜 태어났니?""라는 소리까지 들으며 살아왔습니다. 여성장애인의 인권 향상을 위한 법안 마련과 피해 받은 지적장애인 성범죄 처벌에 대해 다시 조사해주세요.",2018-06-17,"12,496",https://www1.president.go.kr/petitions/236227
1413,경제민주화,공매도 폐지 / 시장조성자 폐지 / 은성수 금융위원장 문책,2020-04-15,"12,496",https://www1.president.go.kr/petitions/586670
1414,교통/건축/국토,오영식 사장 사표를 반려해 주세요.,2019-01-10,"12,463",https://www1.president.go.kr/petitions/466251
1415,기타,청와대 난민반대에 관한 16만명 청원 삭제에 대한 조사바랍니다.,2018-07-16,"12,405",https://www1.president.go.kr/petitions/272154
1416,육아/교육,"대학생, 대학원생의 코로나로 인한 인터넷강의대체에 따른 등록금 일부 환불, 인하를 요청합니다.",2020-04-08,"12,401",https://www1.president.go.kr/petitions/586416
1417,행정,의사.변호사.세무사.변리사.법무사.공인중개사등 전문자격사들의 명의대여 금지를 위한 청원,2018-06-03,"12,393",https://www1.president.go.kr/petitions/222988
1418,교통/건축/국토,"문재인 대통령님, 약속을 지켜주세요..",2018-10-03,"12,393",https://www1.president.go.kr/petitions/364094
1419,문화/예술/체육/언론,u-20 청소년 대표팀의 병역혜택를 부탁드립니다,2019-07-10,"12,393",https://www1.president.go.kr/petitions/580763
1420,안전/환경,무능력하고 무성의한 경찰에 대한 징계 등 처분이 필요합니다,2018-12-20,"12,392",https://www1.president.go.kr/petitions/447314
1421,정치개혁,"재판아닌 정치를 하는 적폐법관의 탄핵을 청원합니다.  법관탄핵이 실현될 수 있도록 입법, 행정부에서 힘을 모아주십시오",2019-10-10,"12,376",https://www1.president.go.kr/petitions/582621
1422,안전/환경,귀갓길에 두 남성으로부터 위협을 받았습니다. 미수범에 대한 조사와 처벌 강화해주세요.,2019-12-06,"12,366",https://www1.president.go.kr/petitions/583471
1423,경제민주화,금융적폐 청산 요청,2018-08-11,"12,354",https://www1.president.go.kr/petitions/303974
1424,인권/성평등,피해자는 있고 가해자는 없는 의문의 모텔비상구 추락 사망한 딸의 원한을 풀어주세요.,2019-02-12,"12,354",https://www1.president.go.kr/petitions/495145
1425,반려동물,"동물학살 단체 ""케어""의 법인취소와 철저한수사를 촉구한다.",2019-02-10,"12,343",https://www1.president.go.kr/petitions/494058
1426,보건복지,초중고 가정에도 돌봄쿠폰지급해주세요,2020-05-14,"12,341",https://www1.president.go.kr/petitions/588078
1427,교통/건축/국토,고속버스는 대중교통입니다,2020-06-11,"12,287",https://www1.president.go.kr/petitions/588833
1428,보건복지,인공와우 기계 보험처리 부탁드립니다.,2017-12-31,"12,280",https://www1.president.go.kr/petitions/56098
1429,경제민주화,**자산운용 ***** 원유선물 wti(H)의 임의적인 종목구성변경으로 인한 피해,2020-05-24,"12,257",https://www1.president.go.kr/petitions/588362
1430,교통/건축/국토,동서축GTX-D(광역급행철도) 노선의  조속한  확정을 청원합니다.,2020-03-20,"12,249",https://www1.president.go.kr/petitions/585211
1431,육아/교육,성민이사건 전수안대법관 처벌해주세요,2018-08-24,"12,248",https://www1.president.go.kr/petitions/318658
1432,육아/교육,유은혜 교육부장관 후보 자격 논란에 대한 현직교사의 읍소,2018-10-04,"12,243",https://www1.president.go.kr/petitions/366156
1433,인권/성평등,연희고 학생들과 선생님들을 도와주세요..,2018-02-25,"12,236",https://www1.president.go.kr/petitions/115468
1434,교통/건축/국토,대전 *** 사고 후 피해자 유족의 무너진 삶,2019-07-07,"12,225",https://www1.president.go.kr/petitions/580710
1435,인권/성평등,성폭력 수사팀 전체가 성범죄 가해자 입니다.,2018-12-19,"12,222",https://www1.president.go.kr/petitions/446952
1436,보건복지,의료목적인 여성의 가슴축소수술도 의료보험 적용 받게 해주십시오.,2020-05-21,"12,218",https://www1.president.go.kr/petitions/588231
1437,정치개혁,자유한국당의 위헌정당해산심판을 요청합니다.,2018-08-19,"12,214",https://www1.president.go.kr/petitions/312970
1438,행정,용인'흥덕역 설치' 시의회 동의 없이 강행은 심판을 받아야합니다.!,2018-04-13,"12,205",https://www1.president.go.kr/petitions/166489
1439,보건복지,중국을 포함한 미국 유럽 일본등 세계 모든 국가에 대한 전면 입국금지 제한을 내려주십시오.,2020-04-26,"12,204",https://www1.president.go.kr/petitions/587318
1440,보건복지,아이들 개학 연기해주세요,2020-03-22,"12,192",https://www1.president.go.kr/petitions/585284
1441,육아/교육,"사립초,중,고 학비를 환불해주세요",2020-04-30,"12,185",https://www1.president.go.kr/petitions/587510
1442,문화/예술/체육/언론,자살 등에 있어 최소한의 가이드라인을 지키지 않는 언론사에 법적 제재가 있어야 합니다.,2018-01-17,"12,177",https://www1.president.go.kr/petitions/69169
1443,기타,김보름. 박지우 국대 자격 박탈해주세요.,2018-03-21,"12,158",https://www1.president.go.kr/petitions/142554
1444,육아/교육,등교개학을 늦춰주세요,2020-05-19,"12,152",https://www1.president.go.kr/petitions/588169
1445,정치개혁,문재인 대통령의 하야를 촉구합니다,2020-03-29,"12,145",https://www1.president.go.kr/petitions/585852
1446,정치개혁,장제원 국회의원님 아들(장용준)의 음주운전으로 인한 교통사고 사퇴를 요구합니다.,2019-10-09,"12,138",https://www1.president.go.kr/petitions/582572
1447,보건복지,2019년 1월1일 유전적 난치 질환인 다운증후군의 유형에 따른 산정특례 제한 개정을 요구합니다.,2019-02-04,"12,129",https://www1.president.go.kr/petitions/487948
1448,정치개혁,대한민국의 외국인 정책에 대해 대대적인 개혁을 요구합니다.,2018-07-20,"12,114",https://www1.president.go.kr/petitions/277647
1449,안전/환경,휴가 사용을 장려하는 정부의 방침과 현장 실태의 온도차,2018-01-29,"12,113",https://www1.president.go.kr/petitions/77079
1450,안전/환경,주거지역에 보호감찰 정신병원이..말도 아니됩니다.국민 여러분 도와주세요,2019-05-31,"12,106",https://www1.president.go.kr/petitions/579856
1451,반려동물,당신은 반려동물 키울 자격 있습니까?,2020-05-09,"12,103",https://www1.president.go.kr/petitions/587946
1452,기타,간절한 마음으로 올립니다.,2018-08-03,"12,087",https://www1.president.go.kr/petitions/295385
1453,기타,약산 김원봉에게 독립유공자 서훈을 수여해 주십시오,2019-07-10,"12,087",https://www1.president.go.kr/petitions/580730
1454,외교/통일/국방,필리핀에 사는 교민들은 대한민국 시민이  아닌가요.,2018-10-25,"12,084",https://www1.president.go.kr/petitions/389437
1455,안전/환경,"불법적인 성매매, 불법적인 업소로 유튜버들이 유튜버에 썰같은걸 풀면서 수익을 창출하는걸 막아주세요.",2019-09-15,"12,083",https://www1.president.go.kr/petitions/582080
1456,문화/예술/체육/언론,가짜뉴스 왜곡보도를 엄벌할 수 있는 법률 제도적 장치를 만들어 주시기 바랍니다.,2019-09-25,"12,077",https://www1.president.go.kr/petitions/582306
1457,인권/성평등,n번방 구매자의 신상공개 불가 판결 재검토 후 신상공개 / n번방 관련 모든 가해자들의 신상공개를 원합니다.,2020-08-05,"12,058",https://www1.president.go.kr/petitions/590404
1458,행정,"경찰 아빠의 비애, 저희 가족에게 힘이 되어주세요",2019-07-13,"12,019",https://www1.president.go.kr/petitions/580845
1459,인권/성평등,대한민국 악의축 일베 폐쇄 요구합니다,2020-05-19,"12,017",https://www1.president.go.kr/petitions/588157
1460,정치개혁,가짜뉴스유포 및 허위보도에 대한 징벌적 배상제도를 도입해 주세요.,2020-05-19,"12,016",https://www1.president.go.kr/petitions/588156
1461,안전/환경,자유한국당에게 징계를 내려주세요,2019-05-05,"12,000",https://www1.president.go.kr/petitions/579423
1462,교통/건축/국토,"부동산대책을 내놓기전에, 먼저 개헌절차를 밟아 주시기 바랍니다",2020-08-09,"12,000",https://www1.president.go.kr/petitions/590556
1463,외교/통일/국방,2명 국회의원 탄핵소추를 원합니다.,2020-06-03,"11,989",https://www1.president.go.kr/petitions/588584
1464,정치개혁,국회선진화법 위반 정치인들을 신속히 강제 소환하여 수사와 처벌이 이루어지고 차기 총선 출마를 막아주십시오 !,2019-10-05,"11,936",https://www1.president.go.kr/petitions/582508
